Exchange,Index,Symbol_File,Date,Open,High,Low,Close
BSE,BSE_SmallCap,BSE_SmallCap_2022-01-01_to_2022-12-31,2022-02-08,29596.18,29661.1,28829.63,29068.03
BSE,BSE_SmallCap,BSE_SmallCap_2022-01-01_to_2022-12-31,2022-02-09,29212.37,29346.19,29069.69,29233.31
BSE,BSE_SmallCap,BSE_SmallCap_2022-01-01_to_2022-12-31,2022-02-10,29314.6,29319.09,29079.29,29246.05
BSE,BSE_SmallCap,BSE_SmallCap_2022-01-01_to_2022-12-31,2022-02-11,29044.81,29078.97,28659.92,28691.82
BSE,BSE_SmallCap,BSE_SmallCap_2022-01-01_to_2022-12-31,2022-02-14,28020.65,28146.2,27453.35,27501.3
BSE,BSE_SmallCap,BSE_SmallCap_2022-01-01_to_2022-12-31,2022-02-15,27564.92,28075.07,27119.5,28043.69
BSE,BSE_SmallCap,BSE_SmallCap_2022-01-01_to_2022-12-31,2022-02-16,28338.06,28414.78,28112.68,28161.67
BSE,BSE_SmallCap,BSE_SmallCap_2022-01-01_to_2022-12-31,2022-02-17,28298.67,28362.09,27938.08,27972.45
BSE,BSE_SmallCap,BSE_SmallCap_2022-01-01_to_2022-12-31,2022-02-18,27867.88,28015.13,27726.47,27748.3
BSE,BSE_SmallCap,BSE_SmallCap_2022-01-01_to_2022-12-31,2022-02-21,27584.86,27608.77,27050.78,27137.15
BSE,BSE_SmallCap,BSE_SmallCap_2022-01-01_to_2022-12-31,2022-02-22,26453.01,26790.36,26378.88,26697.23
BSE,BSE_SmallCap,BSE_SmallCap_2022-01-01_to_2022-12-31,2022-02-23,26865.43,27190.45,26864.3,26946.34
BSE,BSE_SmallCap,BSE_SmallCap_2022-01-01_to_2022-12-31,2022-02-24,26148.5,26241.02,25331.79,25390.95
BSE,BSE_SmallCap,BSE_SmallCap_2022-01-01_to_2022-12-31,2022-02-25,25765.34,26496.09,25765.34,26450.38
BSE,BSE_SmallCap,BSE_SmallCap_2022-01-01_to_2022-12-31,2022-02-28,26341.36,26690.01,25926.82,26662.33
BSE,BSE_SmallCap,BSE_SmallCap_2022-01-01_to_2022-12-31,2022-03-02,26573.08,26837.08,26481.15,26631.33
BSE,BSE_SmallCap,BSE_SmallCap_2022-01-01_to_2022-12-31,2022-03-03,26917.13,27058.73,26670.04,26724.09
BSE,BSE_SmallCap,BSE_SmallCap_2022-01-01_to_2022-12-31,2022-03-04,26607.96,26616.7,26254.36,26286.66
BSE,BSE_SmallCap,BSE_SmallCap_2022-01-01_to_2022-12-31,2022-03-07,25939.57,25939.57,25443.21,25681.12
BSE,BSE_SmallCap,BSE_SmallCap_2022-01-01_to_2022-12-31,2022-03-08,25741.19,26060.36,25595.11,26021.9
BSE,BSE_SmallCap,BSE_SmallCap_2022-01-01_to_2022-12-31,2022-03-09,26262.94,26628.91,26211.11,26583.64
BSE,BSE_SmallCap,BSE_SmallCap_2022-01-01_to_2022-12-31,2022-03-10,27107.36,27223.54,26825.77,26898.29
BSE,BSE_SmallCap,BSE_SmallCap_2022-01-01_to_2022-12-31,2022-03-11,26963.34,27176.75,26829.38,27141.43
BSE,BSE_SmallCap,BSE_SmallCap_2022-01-01_to_2022-12-31,2022-03-14,27258.64,27309.35,27000.61,27226.34
BSE,BSE_SmallCap,BSE_SmallCap_2022-01-01_to_2022-12-31,2022-03-15,27368.73,27446.33,26863.05,26987.85
BSE,BSE_SmallCap,BSE_SmallCap_2022-01-01_to_2022-12-31,2022-03-16,27250.51,27414.57,27243.66,27383.82
BSE,BSE_SmallCap,BSE_SmallCap_2022-01-01_to_2022-12-31,2022-03-17,27659.17,27756.51,27649.5,27706.32
BSE,BSE_SmallCap,BSE_SmallCap_2022-01-01_to_2022-12-31,2022-03-21,27937.09,27976.79,27752.67,27811.06
BSE,BSE_SmallCap,BSE_SmallCap_2022-01-01_to_2022-12-31,2022-03-22,27881.99,27889.86,27659.74,27852.64
BSE,BSE_SmallCap,BSE_SmallCap_2022-01-01_to_2022-12-31,2022-03-23,27997.8,28127.56,27803.65,27847.11
BSE,BSE_SmallCap,BSE_SmallCap_2022-01-01_to_2022-12-31,2022-03-24,27851.44,27999.36,27812.88,27892.67
BSE,BSE_SmallCap,BSE_SmallCap_2022-01-01_to_2022-12-31,2022-03-25,28032.86,28092.14,27773.36,27800.6
BSE,BSE_SmallCap,BSE_SmallCap_2022-01-01_to_2022-12-31,2022-03-28,27875.65,27919.44,27512.51,27653.23
BSE,BSE_SmallCap,BSE_SmallCap_2022-01-01_to_2022-12-31,2022-03-29,27729.0,27897.12,27728.83,27827.35
BSE,BSE_SmallCap,BSE_SmallCap_2022-01-01_to_2022-12-31,2022-03-30,27998.96,28224.63,27998.96,28129.47
BSE,BSE_SmallCap,BSE_SmallCap_2022-01-01_to_2022-12-31,2022-03-31,28257.2,28370.23,28190.33,28215.65
BSE,BSE_SmallCap,BSE_SmallCap_2022-01-01_to_2022-12-31,2022-04-01,28311.07,28711.8,28298.41,28699.41
BSE,BSE_SmallCap,BSE_SmallCap_2022-01-01_to_2022-12-31,2022-04-04,28959.01,29195.56,28922.86,29182.42
BSE,BSE_SmallCap,BSE_SmallCap_2022-01-01_to_2022-12-31,2022-04-05,29381.68,29680.62,29349.14,29582.49
BSE,BSE_SmallCap,BSE_SmallCap_2022-01-01_to_2022-12-31,2022-04-06,29613.99,29811.8,29477.78,29695.94
BSE,BSE_SmallCap,BSE_SmallCap_2022-01-01_to_2022-12-31,2022-04-07,29810.1,29879.74,29408.24,29474.7
BSE,BSE_SmallCap,BSE_SmallCap_2022-01-01_to_2022-12-31,2022-04-08,29618.71,29812.69,29578.9,29765.79
BSE,BSE_SmallCap,BSE_SmallCap_2022-01-01_to_2022-12-31,2022-04-11,29880.9,30001.68,29845.44,29880.07
BSE,BSE_SmallCap,BSE_SmallCap_2022-01-01_to_2022-12-31,2022-04-12,29920.07,29920.24,29205.88,29441.67
BSE,BSE_SmallCap,BSE_SmallCap_2022-01-01_to_2022-12-31,2022-04-13,29617.44,29734.69,29500.32,29521.6
BSE,BSE_SmallCap,BSE_SmallCap_2022-01-01_to_2022-12-31,2022-04-18,29432.61,29432.61,29086.38,29223.81
BSE,BSE_SmallCap,BSE_SmallCap_2022-01-01_to_2022-12-31,2022-04-19,29385.98,29545.81,28610.25,28869.58
BSE,BSE_SmallCap,BSE_SmallCap_2022-01-01_to_2022-12-31,2022-04-20,28993.85,29267.39,28899.45,28973.23
BSE,BSE_SmallCap,BSE_SmallCap_2022-01-01_to_2022-12-31,2022-04-21,29155.5,29397.34,29153.69,29358.43
BSE,BSE_SmallCap,BSE_SmallCap_2022-01-01_to_2022-12-31,2022-04-22,29311.41,29501.51,29197.93,29247.98
BSE,BSE_SmallCap,BSE_SmallCap_2022-01-01_to_2022-12-31,2022-04-25,29044.75,29044.78,28640.57,28699.35
BSE,BSE_SmallCap,BSE_SmallCap_2022-01-01_to_2022-12-31,2022-04-26,28915.41,29080.92,28851.31,28918.83
BSE,BSE_SmallCap,BSE_SmallCap_2022-01-01_to_2022-12-31,2022-04-27,28798.2,28853.76,28493.9,28742.27
BSE,BSE_SmallCap,BSE_SmallCap_2022-01-01_to_2022-12-31,2022-04-28,28923.41,28999.25,28605.83,28778.04
BSE,BSE_SmallCap,BSE_SmallCap_2022-01-01_to_2022-12-31,2022-04-29,28904.3,29000.12,28569.16,28611.92
BSE,BSE_SmallCap,BSE_SmallCap_2022-01-01_to_2022-12-31,2022-05-02,28373.81,28463.85,28190.75,28361.78
BSE,BSE_SmallCap,BSE_SmallCap_2022-01-01_to_2022-12-31,2022-05-04,28492.59,28572.71,27659.61,27762.59
BSE,BSE_SmallCap,BSE_SmallCap_2022-01-01_to_2022-12-31,2022-05-05,27954.22,28057.9,27654.26,27673.97
BSE,BSE_SmallCap,BSE_SmallCap_2022-01-01_to_2022-12-31,2022-05-06,27293.14,27294.63,26896.67,27092.41
BSE,BSE_SmallCap,BSE_SmallCap_2022-01-01_to_2022-12-31,2022-05-09,26989.55,26989.78,26432.59,26641.21
BSE,BSE_SmallCap,BSE_SmallCap_2022-01-01_to_2022-12-31,2022-05-10,26625.6,26929.05,26010.73,26078.58
BSE,BSE_SmallCap,BSE_SmallCap_2022-01-01_to_2022-12-31,2022-05-11,26119.95,26235.08,25028.35,25495.92
BSE,BSE_SmallCap,BSE_SmallCap_2022-01-01_to_2022-12-31,2022-05-12,25310.31,25311.48,24800.19,24995.51
BSE,BSE_SmallCap,BSE_SmallCap_2022-01-01_to_2022-12-31,2022-05-13,25272.36,25701.57,25263.22,25315.75
BSE,BSE_SmallCap,BSE_SmallCap_2022-01-01_to_2022-12-31,2022-05-16,25535.53,25659.81,25274.8,25605.99
BSE,BSE_SmallCap,BSE_SmallCap_2022-01-01_to_2022-12-31,2022-05-17,25794.93,26345.48,25770.38,26318.08
BSE,BSE_SmallCap,BSE_SmallCap_2022-01-01_to_2022-12-31,2022-05-18,26496.6,26682.98,26291.94,26404.78
BSE,BSE_SmallCap,BSE_SmallCap_2022-01-01_to_2022-12-31,2022-05-19,25896.59,26006.89,25660.65,25801.04
BSE,BSE_SmallCap,BSE_SmallCap_2022-01-01_to_2022-12-31,2022-05-20,26104.01,26372.57,26104.01,26351.29
BSE,BSE_SmallCap,BSE_SmallCap_2022-01-01_to_2022-12-31,2022-05-23,26498.77,26523.32,26155.58,26182.06
BSE,BSE_SmallCap,BSE_SmallCap_2022-01-01_to_2022-12-31,2022-05-24,26265.91,26322.7,25848.48,25883.85
BSE,BSE_SmallCap,BSE_SmallCap_2022-01-01_to_2022-12-31,2022-05-25,25959.48,26007.05,25104.4,25123.3
BSE,BSE_SmallCap,BSE_SmallCap_2022-01-01_to_2022-12-31,2022-05-26,25221.38,25366.58,24592.41,25318.05
BSE,BSE_SmallCap,BSE_SmallCap_2022-01-01_to_2022-12-31,2022-05-27,25550.96,25737.24,25500.41,25621.57
BSE,BSE_SmallCap,BSE_SmallCap_2022-01-01_to_2022-12-31,2022-05-30,25883.48,26216.96,25880.96,26192.3
BSE,BSE_SmallCap,BSE_SmallCap_2022-01-01_to_2022-12-31,2022-05-31,26225.67,26481.59,26152.08,26370.81
BSE,BSE_SmallCap,BSE_SmallCap_2022-01-01_to_2022-12-31,2022-06-01,26503.29,26662.49,26392.57,26534.53
BSE,BSE_SmallCap,BSE_SmallCap_2022-01-01_to_2022-12-31,2022-06-02,26576.99,26713.2,26526.85,26694.78
BSE,BSE_SmallCap,BSE_SmallCap_2022-01-01_to_2022-12-31,2022-06-03,26885.71,26944.59,26374.63,26384.14
BSE,BSE_SmallCap,BSE_SmallCap_2022-01-01_to_2022-12-31,2022-06-06,26410.01,26410.01,26020.41,26240.44
BSE,BSE_SmallCap,BSE_SmallCap_2022-01-01_to_2022-12-31,2022-06-07,26237.57,26237.95,25992.25,26065.3
BSE,BSE_SmallCap,BSE_SmallCap_2022-01-01_to_2022-12-31,2022-06-08,26156.03,26230.8,25895.51,25978.0
BSE,BSE_SmallCap,BSE_SmallCap_2022-01-01_to_2022-12-31,2022-06-09,25951.05,26060.06,25839.07,26039.27
BSE,BSE_SmallCap,BSE_SmallCap_2022-01-01_to_2022-12-31,2022-06-10,25938.91,25952.9,25824.41,25857.42
BSE,BSE_SmallCap,BSE_SmallCap_2022-01-01_to_2022-12-31,2022-06-13,25497.11,25497.11,25010.31,25043.33
BSE,BSE_SmallCap,BSE_SmallCap_2022-01-01_to_2022-12-31,2022-06-14,24940.97,25267.33,24910.4,24942.63
BSE,BSE_SmallCap,BSE_SmallCap_2022-01-01_to_2022-12-31,2022-06-15,25076.72,25177.51,25025.31,25065.95
BSE,BSE_SmallCap,BSE_SmallCap_2022-01-01_to_2022-12-31,2022-06-16,25272.67,25374.8,24326.33,24346.96
BSE,BSE_SmallCap,BSE_SmallCap_2022-01-01_to_2022-12-31,2022-06-17,24255.67,24352.47,23887.9,24133.88
BSE,BSE_SmallCap,BSE_SmallCap_2022-01-01_to_2022-12-31,2022-06-20,24192.0,24208.07,23261.39,23422.16
BSE,BSE_SmallCap,BSE_SmallCap_2022-01-01_to_2022-12-31,2022-06-21,23555.14,24156.08,23554.28,24121.65
BSE,BSE_SmallCap,BSE_SmallCap_2022-01-01_to_2022-12-31,2022-06-22,24146.76,24146.76,23835.61,23854.62
BSE,BSE_SmallCap,BSE_SmallCap_2022-01-01_to_2022-12-31,2022-06-23,23912.64,24192.31,23878.59,24136.33
BSE,BSE_SmallCap,BSE_SmallCap_2022-01-01_to_2022-12-31,2022-06-24,24295.31,24542.53,24295.31,24521.93
BSE,BSE_SmallCap,BSE_SmallCap_2022-01-01_to_2022-12-31,2022-06-27,24810.16,24983.32,24807.2,24905.94
BSE,BSE_SmallCap,BSE_SmallCap_2022-01-01_to_2022-12-31,2022-06-28,24932.15,24978.55,24691.59,24965.24
BSE,BSE_SmallCap,BSE_SmallCap_2022-01-01_to_2022-12-31,2022-06-29,24860.91,24998.44,24748.14,24921.4
BSE,BSE_SmallCap,BSE_SmallCap_2022-01-01_to_2022-12-31,2022-06-30,24955.61,25098.35,24757.48,24786.42
BSE,BSE_SmallCap,BSE_SmallCap_2022-01-01_to_2022-12-31,2022-07-01,24793.95,24831.59,24494.8,24807.74
BSE,BSE_SmallCap,BSE_SmallCap_2022-01-01_to_2022-12-31,2022-07-04,24908.04,24976.33,24805.73,24954.54
BSE,BSE_SmallCap,BSE_SmallCap_2022-01-01_to_2022-12-31,2022-07-05,25047.44,25289.81,24989.47,25003.9
BSE,BSE_SmallCap,BSE_SmallCap_2022-01-01_to_2022-12-31,2022-07-06,25075.19,25256.34,24892.16,25239.68
BSE,BSE_SmallCap,BSE_SmallCap_2022-01-01_to_2022-12-31,2022-07-07,25370.75,25581.36,25370.75,25568.55
BSE,BSE_SmallCap,BSE_SmallCap_2022-01-01_to_2022-12-31,2022-07-08,25716.56,25756.74,25594.2,25640.81
BSE,BSE_SmallCap,BSE_SmallCap_2022-01-01_to_2022-12-31,2022-07-11,25646.6,25935.73,25562.51,25916.41
BSE,BSE_SmallCap,BSE_SmallCap_2022-01-01_to_2022-12-31,2022-07-12,25917.97,25985.22,25753.32,25781.41
BSE,BSE_SmallCap,BSE_SmallCap_2022-01-01_to_2022-12-31,2022-07-13,25875.75,25960.91,25772.71,25790.71
BSE,BSE_SmallCap,BSE_SmallCap_2022-01-01_to_2022-12-31,2022-07-14,25827.96,25882.06,25526.12,25645.68
BSE,BSE_SmallCap,BSE_SmallCap_2022-01-01_to_2022-12-31,2022-07-15,25715.47,25798.0,25615.17,25779.56
BSE,BSE_SmallCap,BSE_SmallCap_2022-01-01_to_2022-12-31,2022-07-18,25929.48,26160.67,25928.72,26137.13
BSE,BSE_SmallCap,BSE_SmallCap_2022-01-01_to_2022-12-31,2022-07-19,26148.34,26390.37,26111.32,26367.49
BSE,BSE_SmallCap,BSE_SmallCap_2022-01-01_to_2022-12-31,2022-07-20,26547.42,26647.1,26444.12,26477.85
BSE,BSE_SmallCap,BSE_SmallCap_2022-01-01_to_2022-12-31,2022-07-21,26545.67,26738.23,26475.92,26716.56
BSE,BSE_SmallCap,BSE_SmallCap_2022-01-01_to_2022-12-31,2022-07-22,26825.24,26884.93,26703.64,26773.41
BSE,BSE_SmallCap,BSE_SmallCap_2022-01-01_to_2022-12-31,2022-07-25,26824.24,26827.69,26636.97,26739.14
BSE,BSE_SmallCap,BSE_SmallCap_2022-01-01_to_2022-12-31,2022-07-26,26753.71,26753.71,26394.61,26417.91
BSE,BSE_SmallCap,BSE_SmallCap_2022-01-01_to_2022-12-31,2022-07-27,26413.7,26533.7,26311.12,26517.8
BSE,BSE_SmallCap,BSE_SmallCap_2022-01-01_to_2022-12-31,2022-07-28,26664.84,26749.45,26594.45,26689.31
BSE,BSE_SmallCap,BSE_SmallCap_2022-01-01_to_2022-12-31,2022-07-29,26829.1,27076.4,26829.1,27056.38
BSE,BSE_SmallCap,BSE_SmallCap_2022-01-01_to_2022-12-31,2022-08-01,27211.84,27471.61,27111.96,27455.38
BSE,BSE_SmallCap,BSE_SmallCap_2022-01-01_to_2022-12-31,2022-08-02,27459.42,27605.7,27369.99,27549.73
BSE,BSE_SmallCap,BSE_SmallCap_2022-01-01_to_2022-12-31,2022-08-03,27588.71,27656.09,27324.01,27471.79
BSE,BSE_SmallCap,BSE_SmallCap_2022-01-01_to_2022-12-31,2022-08-04,27597.42,27776.91,27176.74,27541.52
BSE,BSE_SmallCap,BSE_SmallCap_2022-01-01_to_2022-12-31,2022-08-05,27606.79,27762.62,27585.12,27605.08
BSE,BSE_SmallCap,BSE_SmallCap_2022-01-01_to_2022-12-31,2022-08-08,27664.08,27741.96,27590.87,27682.44
BSE,BSE_SmallCap,BSE_SmallCap_2022-01-01_to_2022-12-31,2022-08-10,27737.73,27808.61,27591.16,27655.27
BSE,BSE_SmallCap,BSE_SmallCap_2022-01-01_to_2022-12-31,2022-08-11,27813.73,27879.82,27759.74,27798.02
BSE,BSE_SmallCap,BSE_SmallCap_2022-01-01_to_2022-12-31,2022-08-12,27851.27,27974.04,27811.08,27905.91
BSE,BSE_SmallCap,BSE_SmallCap_2022-01-01_to_2022-12-31,2022-08-16,27986.53,28212.08,27985.15,28194.37
BSE,BSE_SmallCap,BSE_SmallCap_2022-01-01_to_2022-12-31,2022-08-17,28287.11,28391.76,28283.74,28343.0
BSE,BSE_SmallCap,BSE_SmallCap_2022-01-01_to_2022-12-31,2022-08-18,28404.76,28518.3,28351.65,28438.57
BSE,BSE_SmallCap,BSE_SmallCap_2022-01-01_to_2022-12-31,2022-08-19,28502.01,28586.07,28115.8,28175.38
BSE,BSE_SmallCap,BSE_SmallCap_2022-01-01_to_2022-12-31,2022-08-22,28084.79,28084.79,27833.48,27844.73
BSE,BSE_SmallCap,BSE_SmallCap_2022-01-01_to_2022-12-31,2022-08-23,27664.57,28114.85,27651.57,28062.93
BSE,BSE_SmallCap,BSE_SmallCap_2022-01-01_to_2022-12-31,2022-08-24,28115.62,28314.94,28106.34,28266.64
BSE,BSE_SmallCap,BSE_SmallCap_2022-01-01_to_2022-12-31,2022-08-25,28358.64,28524.83,28283.61,28315.61
BSE,BSE_SmallCap,BSE_SmallCap_2022-01-01_to_2022-12-31,2022-08-26,28431.04,28580.17,28371.13,28415.89
BSE,BSE_SmallCap,BSE_SmallCap_2022-01-01_to_2022-12-31,2022-08-29,27522.56,28288.86,27521.65,28254.99
BSE,BSE_SmallCap,BSE_SmallCap_2022-01-01_to_2022-12-31,2022-08-30,28396.12,28674.75,28395.76,28650.88
BSE,BSE_SmallCap,BSE_SmallCap_2022-01-01_to_2022-12-31,2022-09-01,28580.73,28847.36,28525.48,28789.3
BSE,BSE_SmallCap,BSE_SmallCap_2022-01-01_to_2022-12-31,2022-09-02,28891.06,29010.48,28775.58,28800.82
BSE,BSE_SmallCap,BSE_SmallCap_2022-01-01_to_2022-12-31,2022-09-05,28880.81,29105.37,28880.81,29056.74
BSE,BSE_SmallCap,BSE_SmallCap_2022-01-01_to_2022-12-31,2022-09-06,29184.36,29297.57,28979.89,29086.44
BSE,BSE_SmallCap,BSE_SmallCap_2022-01-01_to_2022-12-31,2022-09-07,28989.19,29323.63,28960.39,29298.67
BSE,BSE_SmallCap,BSE_SmallCap_2022-01-01_to_2022-12-31,2022-09-08,29461.91,29570.83,29423.11,29474.63
BSE,BSE_SmallCap,BSE_SmallCap_2022-01-01_to_2022-12-31,2022-09-09,29571.65,29686.83,29473.36,29528.74
BSE,BSE_SmallCap,BSE_SmallCap_2022-01-01_to_2022-12-31,2022-09-12,29618.17,29857.46,29617.26,29823.68
BSE,BSE_SmallCap,BSE_SmallCap_2022-01-01_to_2022-12-31,2022-09-13,29966.31,30027.41,29869.57,29893.97
BSE,BSE_SmallCap,BSE_SmallCap_2022-01-01_to_2022-12-31,2022-09-14,29441.93,29945.31,29438.87,29892.37
BSE,BSE_SmallCap,BSE_SmallCap_2022-01-01_to_2022-12-31,2022-09-15,29999.25,30185.95,29842.29,29911.51
BSE,BSE_SmallCap,BSE_SmallCap_2022-01-01_to_2022-12-31,2022-09-16,29893.13,29976.88,29051.68,29199.39
BSE,BSE_SmallCap,BSE_SmallCap_2022-01-01_to_2022-12-31,2022-09-19,29179.87,29405.34,28921.63,29149.78
BSE,BSE_SmallCap,BSE_SmallCap_2022-01-01_to_2022-12-31,2022-09-20,29324.66,29608.85,29324.05,29442.79
BSE,BSE_SmallCap,BSE_SmallCap_2022-01-01_to_2022-12-31,2022-09-21,29455.79,29640.18,29164.89,29238.99
BSE,BSE_SmallCap,BSE_SmallCap_2022-01-01_to_2022-12-31,2022-09-22,29184.16,29500.95,29098.71,29377.35
BSE,BSE_SmallCap,BSE_SmallCap_2022-01-01_to_2022-12-31,2022-09-23,29390.02,29498.74,28780.03,28812.76
BSE,BSE_SmallCap,BSE_SmallCap_2022-01-01_to_2022-12-31,2022-09-26,28488.0,28562.56,27616.79,27853.67
BSE,BSE_SmallCap,BSE_SmallCap_2022-01-01_to_2022-12-31,2022-09-27,27864.99,28215.93,27749.23,27990.87
BSE,BSE_SmallCap,BSE_SmallCap_2022-01-01_to_2022-12-31,2022-09-28,27877.81,28136.67,27753.92,27870.64
BSE,BSE_SmallCap,BSE_SmallCap_2022-01-01_to_2022-12-31,2022-09-29,28091.89,28305.16,27860.08,28047.11
BSE,BSE_SmallCap,BSE_SmallCap_2022-01-01_to_2022-12-31,2022-09-30,27998.29,28478.17,27886.75,28452.91
BSE,BSE_SmallCap,BSE_SmallCap_2022-01-01_to_2022-12-31,2022-10-03,28424.01,28602.38,28159.86,28300.22
BSE,BSE_SmallCap,BSE_SmallCap_2022-01-01_to_2022-12-31,2022-10-04,28566.15,28746.56,28566.15,28723.02
BSE,BSE_SmallCap,BSE_SmallCap_2022-01-01_to_2022-12-31,2022-10-06,28858.26,29163.96,28858.26,29096.16
BSE,BSE_SmallCap,BSE_SmallCap_2022-01-01_to_2022-12-31,2022-10-07,29082.18,29201.19,29007.73,29182.93
BSE,BSE_SmallCap,BSE_SmallCap_2022-01-01_to_2022-12-31,2022-10-10,28928.29,29106.31,28838.01,29014.41
BSE,BSE_SmallCap,BSE_SmallCap_2022-01-01_to_2022-12-31,2022-10-11,29044.24,29156.54,28539.69,28589.23
BSE,BSE_SmallCap,BSE_SmallCap_2022-01-01_to_2022-12-31,2022-10-12,28622.53,28736.33,28353.56,28650.73
BSE,BSE_SmallCap,BSE_SmallCap_2022-01-01_to_2022-12-31,2022-10-13,28670.58,28726.61,28434.99,28520.55
BSE,BSE_SmallCap,BSE_SmallCap_2022-01-01_to_2022-12-31,2022-10-14,28774.99,28913.66,28493.25,28522.85
BSE,BSE_SmallCap,BSE_SmallCap_2022-01-01_to_2022-12-31,2022-10-17,28444.42,28588.05,28273.67,28548.08
BSE,BSE_SmallCap,BSE_SmallCap_2022-01-01_to_2022-12-31,2022-10-18,28634.5,28778.47,28634.5,28750.6
BSE,BSE_SmallCap,BSE_SmallCap_2022-01-01_to_2022-12-31,2022-10-19,28809.49,28918.63,28716.09,28741.78
BSE,BSE_SmallCap,BSE_SmallCap_2022-01-01_to_2022-12-31,2022-10-20,28663.1,28762.79,28578.5,28738.71
BSE,BSE_SmallCap,BSE_SmallCap_2022-01-01_to_2022-12-31,2022-10-21,28778.56,28890.5,28523.01,28566.82
BSE,BSE_SmallCap,BSE_SmallCap_2022-01-01_to_2022-12-31,2022-10-24,28780.14,28916.44,28780.14,28848.42
BSE,BSE_SmallCap,BSE_SmallCap_2022-01-01_to_2022-12-31,2022-10-25,28854.6,28876.43,28705.48,28747.94
BSE,BSE_SmallCap,BSE_SmallCap_2022-01-01_to_2022-12-31,2022-10-27,28806.51,28927.87,28784.34,28866.12
BSE,BSE_SmallCap,BSE_SmallCap_2022-01-01_to_2022-12-31,2022-10-28,28911.32,28934.57,28662.51,28688.57
BSE,BSE_SmallCap,BSE_SmallCap_2022-01-01_to_2022-12-31,2022-10-31,28760.65,28849.01,28758.73,28817.59
BSE,BSE_SmallCap,BSE_SmallCap_2022-01-01_to_2022-12-31,2022-11-01,28841.73,28939.44,28804.71,28891.11
BSE,BSE_SmallCap,BSE_SmallCap_2022-01-01_to_2022-12-31,2022-11-02,28909.81,29058.44,28907.44,28956.28
BSE,BSE_SmallCap,BSE_SmallCap_2022-01-01_to_2022-12-31,2022-11-03,28867.79,29027.97,28834.85,28988.29
BSE,BSE_SmallCap,BSE_SmallCap_2022-01-01_to_2022-12-31,2022-11-04,29023.52,29140.31,29023.52,29107.24
BSE,BSE_SmallCap,BSE_SmallCap_2022-01-01_to_2022-12-31,2022-11-07,29197.11,29323.59,29170.34,29292.56
BSE,BSE_SmallCap,BSE_SmallCap_2022-01-01_to_2022-12-31,2022-11-09,29334.22,29422.16,29155.03,29197.14
BSE,BSE_SmallCap,BSE_SmallCap_2022-01-01_to_2022-12-31,2022-11-10,29157.49,29191.63,28791.19,28889.48
BSE,BSE_SmallCap,BSE_SmallCap_2022-01-01_to_2022-12-31,2022-11-11,29118.39,29229.21,28949.98,28985.06
BSE,BSE_SmallCap,BSE_SmallCap_2022-01-01_to_2022-12-31,2022-11-14,28997.91,29084.97,28895.95,29056.34
BSE,BSE_SmallCap,BSE_SmallCap_2022-01-01_to_2022-12-31,2022-11-15,29050.48,29126.64,29012.89,29058.35
BSE,BSE_SmallCap,BSE_SmallCap_2022-01-01_to_2022-12-31,2022-11-16,29083.5,29156.18,28882.21,28958.87
BSE,BSE_SmallCap,BSE_SmallCap_2022-01-01_to_2022-12-31,2022-11-17,28914.89,28988.59,28852.79,28880.09
BSE,BSE_SmallCap,BSE_SmallCap_2022-01-01_to_2022-12-31,2022-11-18,28905.84,28976.44,28649.73,28750.11
BSE,BSE_SmallCap,BSE_SmallCap_2022-01-01_to_2022-12-31,2022-11-21,28737.77,28869.74,28711.04,28752.59
BSE,BSE_SmallCap,BSE_SmallCap_2022-01-01_to_2022-12-31,2022-11-22,28778.63,28832.56,28692.27,28723.25
BSE,BSE_SmallCap,BSE_SmallCap_2022-01-01_to_2022-12-31,2022-11-23,28764.66,28916.26,28763.71,28878.26
BSE,BSE_SmallCap,BSE_SmallCap_2022-01-01_to_2022-12-31,2022-11-24,28921.65,29052.35,28920.23,29000.6
BSE,BSE_SmallCap,BSE_SmallCap_2022-01-01_to_2022-12-31,2022-11-25,29026.01,29241.6,29025.74,29201.69
BSE,BSE_SmallCap,BSE_SmallCap_2022-01-01_to_2022-12-31,2022-11-28,29167.59,29442.87,29167.59,29426.74
BSE,BSE_SmallCap,BSE_SmallCap_2022-01-01_to_2022-12-31,2022-11-29,29443.16,29560.28,29310.03,29341.21
BSE,BSE_SmallCap,BSE_SmallCap_2022-01-01_to_2022-12-31,2022-11-30,29367.18,29556.6,29365.76,29519.61
BSE,BSE_SmallCap,BSE_SmallCap_2022-01-01_to_2022-12-31,2022-12-01,29614.27,29816.18,29614.27,29704.91
BSE,BSE_SmallCap,BSE_SmallCap_2022-01-01_to_2022-12-31,2022-12-02,29724.28,29927.82,29720.39,29911.79
BSE,BSE_SmallCap,BSE_SmallCap_2022-01-01_to_2022-12-31,2022-12-05,29974.22,30104.74,29959.52,29986.3
BSE,BSE_SmallCap,BSE_SmallCap_2022-01-01_to_2022-12-31,2022-12-06,29943.7,30037.51,29859.93,29889.84
BSE,BSE_SmallCap,BSE_SmallCap_2022-01-01_to_2022-12-31,2022-12-07,29904.71,29976.85,29703.76,29759.79
BSE,BSE_SmallCap,BSE_SmallCap_2022-01-01_to_2022-12-31,2022-12-08,29795.78,29896.94,29791.77,29855.79
BSE,BSE_SmallCap,BSE_SmallCap_2022-01-01_to_2022-12-31,2022-12-09,29943.4,30005.54,29397.18,29558.56
